report_month,report_year,report_quarter,system,users_total,transactions_total,transaction_value_jod,user_jordanian_count,user_non_jordanian_count,user_male_count,user_female_count,user_age_under_30_count,user_age_31_50_count,user_age_51_plus_count,customer_individual_count,customer_legal_entity_count,wallet_individual_count,wallet_commercial_count,user_existing_count,user_new_count,tx_purchases_count,tx_money_transfers_count,tx_cash_out_count,tx_cash_in_count,value_purchases_jod,value_money_transfers_jod,value_cash_out_jod,value_cash_in_jod,on_us_money_transfer_count,off_us_money_transfer_count,on_us_money_transfer_value_jod,off_us_money_transfer_value_jod,billers_total,services_total,ef_cash_payment_count,ef_digital_payment_count,ef_cash_payment_value_jod,ef_digital_payment_value_jod,ach_jod_transaction_count,ach_usd_transaction_count,ach_usd_transaction_value,ach_eur_transaction_count,ach_eur_transaction_value,ach_gbp_transaction_count,ach_gbp_transaction_value,returned_cheque_count,returned_cheque_value_jod,returned_cheque_count_rate_pct,returned_cheque_value_rate_pct,activity_level
2025-11,2025,Q4,JoMoPay,2780000,10100000,526000000,2440000,339800,1460000,1300000,1004000,1250000,515000,0,0,2700000,6138,0,0,1450000,8550000,72800,21400,90980000,421980000,10060000,3250000,3470000,2330000,107890000,84520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2025-11,2025,Q4,eFAWATEERcom,5000000,6520000,1410000000,0,0,0,0,0,0,0,0,0,0,0,5000000,41500,0,0,0,0,0,0,0,0,0,0,0,0,676,2310,1270000,5250000,338500000,1070000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-12,2025,Q4,ACH,0,1200000,939000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190000,6297,41200000,307,2510000,41,330000,0,0,0,0,High Activity
2025-12,2025,Q4,CliQ,2130000,17670000,1880000000,2040000,84000,1300000,760000,785000,917000,374000,2080000,48300,0,0,0,0,3420000,14250000,0,0,498500000,1380000000,0,0,2700000,7260000,255800000,928200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-12,2025,Q4,ECCU,0,570000,3850000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17700,98000000,3.1,2.54,High Activity
2025-12,2025,Q4,JoMoPay,2810000,10930000,566000000,2470000,344200,1490000,1320000,1027000,1260000,519000,0,0,2800000,6280,0,0,1590000,9240000,72390,21300,101820000,449560000,10520000,3710000,3830000,2460000,117790000,88860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2025-12,2025,Q4,eFAWATEERcom,5040000,7030000,1600000000,0,0,0,0,0,0,0,0,0,0,0,5000000,44300,0,0,0,0,0,0,0,0,0,0,0,0,685,2323,1380000,5650000,425600000,1170000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-01,2026,Q1,ACH,0,1040000,862000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030000,5923,38800000,264,2470000,28,240000,0,0,0,0,High Activity
2026-01,2026,Q1,CliQ,2160000,17700000,1900000000,2070000,85600,1320000,780000,795000,932000,384000,2110000,49400,0,0,0,0,3410000,14290000,0,0,505100000,1390000000,0,0,2690000,7260000,260200000,938400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-01,2026,Q1,ECCU,0,407500,3070000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,65900000,2.8,2.14,Low Activity
2026-01,2026,Q1,JoMoPay,2850000,11830000,584000000,2500000,348500,1510000,1330000,1040000,1274000,526000,0,0,2800000,6436,0,0,1730000,10010000,71550,21250,109610000,460720000,10100000,3750000,4470000,2540000,131420000,91320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-01,2026,Q1,eFAWATEERcom,5090000,6530000,1390000000,0,0,0,0,0,0,0,0,0,0,0,5040000,46200,0,0,0,0,0,0,0,0,0,0,0,0,686,2346,1250000,5280000,240000000,1150000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-02,2026,Q1,ACH,0,1080000,886000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080000,5442,37900000,292,2810000,31,280000,0,0,0,0,High Activity
2026-02,2026,Q1,CliQ,2200000,16580000,1790000000,2110000,87900,1340000,800000,801000,954000,394000,2150000,51000,0,0,0,0,3180000,13400000,0,0,464200000,1330000000,0,0,2550000,6830000,246900000,889500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-02,2026,Q1,ECCU,0,479000,3230000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14300,75300000,3,2.33,Normal Activity
2026-02,2026,Q1,JoMoPay,2880000,10840000,553000000,2500000,353400,1540000,1340000,1041000,1294000,537000,0,0,2900000,6573,0,0,1590000,9160000,69090,19730,103030000,437180000,9710000,3480000,4110000,2310000,127100000,87600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-02,2026,Q1,eFAWATEERcom,5130000,6580000,1240000000,0,0,0,0,0,0,0,0,0,0,0,5090000,43500,0,0,0,0,0,0,0,0,0,0,0,0,698,2388,1250000,5330000,170800000,1070000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2026-03,2026,Q1,ACH,0,1130000,937000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120000,5518,35700000,272,2480000,44,320000,0,0,0,0,High Activity
2026-03,2026,Q1,CliQ,2220000,19010000,2020000000,2130000,89200,1350000,800000,805000,964000,400000,2170000,52100,0,0,0,0,3530000,15480000,0,0,510700000,1510000000,0,0,2930000,7820000,279100000,1010000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-03,2026,Q1,ECCU,0,567000,3430000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20100,119600000,3.5,3.48,Normal Activity
2026-03,2026,Q1,JoMoPay,2910000,12760000,652000000,2550000,356600,1550000,1340000,1051000,1306000,543000,0,0,2900000,6754,0,0,1890000,10780000,73870,20790,134840000,502750000,10460000,3810000,4900000,2700000,143590000,98960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-03,2026,Q1,eFAWATEERcom,5170000,7360000,1260000000,0,0,0,0,0,0,0,0,0,0,0,5130000,41800,0,0,0,0,0,0,0,0,0,0,0,0,707,2429,1240000,6120000,157100000,1100000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2026-04,2026,Q2,ACH,0,1070000,896000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070000,5754,36200000,249,2400000,35,230000,0,0,0,0,High Activity
2026-04,2026,Q2,CliQ,2250000,19330000,1890000000,2160000,90900,1370000,820000,815000,977000,407000,2200000,53400,0,0,0,0,3770000,15560000,0,0,504900000,1380000000,0,0,2930000,7790000,257100000,920000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-04,2026,Q2,ECCU,0,438000,3180000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,72400000,2.8,2.28,Low Activity
2026-04,2026,Q2,JoMoPay,2930000,13290000,601000000,2570000,361200,1570000,1350000,1061000,1318000,549000,0,0,2900000,7041,0,0,1960000,11250000,63480,20410,119920000,468440000,8960000,3540000,5210000,2780000,133250000,94050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-04,2026,Q2,eFAWATEERcom,5210000,6590000,1430000000,0,0,0,0,0,0,0,0,0,0,0,5170000,37200,0,0,0,0,0,0,0,0,0,0,0,0,716,2507,1200000,5400000,173700000,1260000000,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-05,2026,Q2,ACH,0,1160000,908000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150000,5876,37800000,301,2810000,39,270000,0,0,0,0,High Activity
2026-05,2026,Q2,CliQ,2280000,21430000,2130000000,2190000,92700,1390000,830000,827000,988000,412000,2200000,54700,0,0,0,0,4210000,17230000,0,0,572500000,1560000000,0,0,3240000,8560000,292500000,1030000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-05,2026,Q2,ECCU,0,552000,3330000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,103600000,3.4,3.11,Normal Activity
2026-05,2026,Q2,JoMoPay,2970000,14980000,698000000,2600000,366100,1600000,1360000,1081000,1327000,553000,0,0,2900000,7401,0,0,2370000,12510000,66820,21350,147110000,537120000,9740000,3750000,5770000,3060000,150900000,104500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-05,2026,Q2,eFAWATEERcom,5250000,6860000,1190000000,0,0,0,0,0,0,0,0,0,0,0,5210000,40460,0,0,0,0,0,0,0,0,0,0,0,0,718,2513,1100000,5700000,133870000,1060000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
2026-06,2026,Q2,ACH,0,1070000,943000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070000,5699,41700000,348,3070000,39,390000,0,0,0,0,High Activity
2026-06,2026,Q2,CliQ,2310000,20960000,2150000000,2220000,94500,1400000,840000,828000,1004000,423000,2260000,56050,0,0,0,0,4240000,16720000,0,0,609500000,1540000000,0,0,3120000,8260000,288900000,1020000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-06,2026,Q2,ECCU,0,510000,3480000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,98900000,3.2,2.85,Normal Activity
2026-06,2026,Q2,JoMoPay,3000000,14790000,671000000,2630000,371400,1620000,1370000,1081000,1345000,565000,0,0,2950000,7600,0,0,2430000,12290000,59110,19910,146590000,511980000,9360000,3530000,5730000,2960000,143150000,97260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High Activity
2026-06,2026,Q2,eFAWATEERcom,5290000,7060000,1260000000,0,0,0,0,0,0,0,0,0,0,0,5250000,42450,0,0,0,0,0,0,0,0,0,0,0,0,727,2528,1260000,5800000,151900000,1100000000,0,0,0,0,0,0,0,0,0,0,0,Normal Activity
